Name,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Renault,85PS Duster Optional RxL,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,0,6569.0975
Hyundai,1.6 Creta S VTVT,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,0,8998.0075
Maruti,AMT R VXI Wagon,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,0,4659.090999999999
Mercedes-Benz,Avantgarde C-Class New,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,0,11592.525
Audi,3.0 L quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,0,49682.25
Hyundai,1.1 Magna i10,Pune,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,0,3201.745
Skoda,1.6 MPI Rapid Style,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,0,9826.045
Skoda,1.8 Style Superb TSI,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,1,28705.3
Hyundai,1.2 Active SX i20,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,0,9075.291000000001
Honda,Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,0,3864.1749999999997
Maruti,LXI R Wagon,Chennai,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,0,1380.0625
Mahindra,1.5 BSIV D4,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,1,4084.985
Mercedes-Benz,220d Avantgarde C C-Class Edition New,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,0,43510.610499999995
Maruti,R VXI Wagon,Kolkata,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,1,2925.7324999999996
Nissan,110 Edition PS Premium Terrano XV,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,0,9848.126
Maruti,BSIV Swift VDI,Delhi,2013,47000,Diesel,Manual,First,17.8,1248.0,,5.0,0,4526.605
Mini,Convertible Cooper S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,1,39381.4635
Ford,Figo,Bangalore,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,,0,3974.58
Tata,BSII Indica V2,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,0,938.4424999999999
Chevrolet,Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,0,3665.4459999999995
Volkswagen,1.2L Comfortline Polo,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,0,3974.58
Maruti,Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,7507.539999999999
Ford,EXI Figo,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,0,2760.125
Toyota,2.8 Crysta GX Innova,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1,21683.542
Hyundai,4x4 Fe Santa,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,0,7728.349999999999
Honda,City V i-VTEC,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1,4272.6735
Hyundai,1.2 Executive Magna i20,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,0,6922.393499999999
Mercedes-Benz,220d Avantgarde C C-Class Edition New,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,0,20005.386
Chevrolet,Beat LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,0,2925.7324999999996
Hyundai,1.4 CRDi Sportz i20,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,0,7949.16
Toyota,2.5 7 Innova Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,0,15787.915
Maruti,Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,0,7617.945
Toyota,2.5 7-seater Innova V,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,0,11868.5375
Hyundai,Euro II Santro XO Xing eRLX,Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086.0,,5.0,0,1048.8474999999999
Honda,City V VTEC i,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,0,8931.7645
BMW,X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,0,20424.925
Hyundai,CRDi Era Grand i10,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,0,5244.2375
Maruti,1.3 Alpha Ciaz,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,0,9329.222499999998
Skoda,1.6 Rapid,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,0,3864.1749999999997
Hyundai,Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,0,1987.29
Volkswagen,1.5 GT Polo,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,0,4084.985
Honda,1.2 Jazz VTEC VX i,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,0,7916.0385
Hyundai,Era i10,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,0,1932.0874999999999
Hyundai,2.0 2WD GLS e-VGT,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,0,24278.059499999996
Toyota,2.4 Crysta Innova ZX,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1,20590.532499999998
Maruti,BSIII IMMOBILISER MPI Omni,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,0,2042.4925
Maruti,BSIV Swift VXI,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,0,6569.0975
Hyundai,Grand Magna i10,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,0,4140.1875
Maruti,Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,4140.1875
Hyundai,1.6 CRDi SX Verna,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,1,2870.53
Hyundai,Santro XL Xing,Hyderabad,2006,99000,Petrol,Manual,First,0.0,1086.0,,5.0,0,1932.0874999999999
Hyundai,1.2 Sportz i20,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,0,3091.3399999999997
Mercedes-Benz,350d GLE,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,1,67667.2245
Mercedes-Benz,220 C C-Class CDI New,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,0,19872.899999999998
Maruti,Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,0,4802.617499999999
Hyundai,1.6 CRDi Creta SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,0,15180.6875
Maruti,A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,0,2208.1
Renault,110PS Duster Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,0,11040.5
Fiat,(Diesel) 1.3 Emotion Pack Punto,Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,0,1821.6825
BMW,M Sport X3,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,0,50532.368500000004
Hyundai,Sportz i10,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,0,3588.1625
Toyota,2.5 7-seater G4 Innova,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,0,14131.84
Maruti,BSII VXI Zen,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0,607.2275000000001
Maruti,Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,0,7893.9575
Mahindra,2.2 BSIV Scorpio VLX mHawk,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,0,7728.349999999999
Tata,1.3 Quadrajet XE Zest,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,1,4140.1875
Ford,1.0 EcoSport Ecoboost Plus Titanium,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,0,9384.425
Maruti,Dzire Swift ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,0,4802.617499999999
Maruti,800 Alto LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,0,3599.2029999999995
Honda,1.5 City S,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,0,4648.050499999999
Audi,3.0 Q7 Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,0,77680.958
Skoda,1.9 Ambiente Laura,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,0,3256.9475
Hyundai,(O) 1.6 SX VTVT Verna,Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,0,4725.334
Honda,1.5 City V,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,0,3941.4584999999997
Hyundai,1.4 CRDi Magna Optional i20,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,0,3433.5955
Hyundai,1.4 Sportz i20,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,0,6580.138
Volkswagen,Highline Vento,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,0,5189.035
Honda,City VTEC VX i,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,0,7617.945
Tata,1.3 Quadrajet XE Zest,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,1,5796.2625
BMW,2003-2012 5 520d Series,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,0,30913.399999999998
Maruti,LXI Minor R Wagon,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,0,1490.4675
Honda,Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,1,5354.642499999999
Volkswagen,2.0 2007-2011 Comfortline Jetta,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,0,7397.135
Hyundai,1.2 Magna i10,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0,3422.555
Mercedes-Benz,220 Avantgarde C C-Class CDI New,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,0,20579.492
Hyundai,1.2 Magna SE i10 iTech,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0,3091.3399999999997
Toyota,2.4 Crysta Innova ZX,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1,22357.0125
Audi,2.0 2011-2015 A6 Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,0,29566.459
Toyota,(Diesel) 2.5 7 Innova Seater VX,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,0,9119.453
Volkswagen,1.2L Polo Trendline,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,0,4294.7545
Maruti,Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,0,2318.505
Honda,CVT City ZX i-VTEC,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1,14010.394499999999
Tata,Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,0,2848.449
Audi,2.0 2011-2015 A6 Plus Premium,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,0,22931.118499999997
Mercedes-Benz,200 CDI Class GLA SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,0,22368.053
Hyundai,Santro XL Xing,Chennai,2006,58000,Petrol,Manual,Second,0.0,1086.0,,5.0,0,1656.0749999999998
Maruti,BSIV Swift VDI,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,,5.0,0,2760.125
Maruti,Celerio VXI,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,0,4692.2125
Mercedes-Benz,GLE,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,1,62930.85
Land,Dynamic HSE Range Rover,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,0,48578.2
Volkswagen,Trendline Vento,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,0,4029.7825
Maruti,8 BSIV Omni Seater,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,0,2263.3025
Honda,1.2 Brio VX,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,1,3455.6764999999996
Tata,,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,0,1656.0749999999998
Tata,1.3 Aura Indica Quadrajet Vista,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,0,3146.5425
Maruti,BS IV LXI R Wagon,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,0,2925.7324999999996
Mahindra,4WD W8 XUV500,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,0,11702.929999999998
Tata,Indigo LS,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,0,1380.0625
Maruti,Ertiga VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,0,9108.4125
Honda,2.4 Accord,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,0,4913.0225
Maruti,Dzire Swift VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,0,4084.985
Ford,1.4 Fiesta TDCi,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,0,3091.3399999999997
Honda,City GXi ZX,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,0,1987.29
Audi,2.0 2011-2015 A6 Plus Premium,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,0,24233.8975
BMW,6 Coupe Gran Series,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,0,54098.45
Audi,Q7 Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,1,69190.8135
Maruti,(CNG) Estilo Green LXI Zen,Pune,2008,42496,CNG,Manual,First,36.82,998.0,67.1,5.0,0,1545.6699999999998
Hyundai,1.4 Asta CRDi i20,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,0,6072.275
Hyundai,Sportz i10,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,0,3256.9475
Honda,1.2 CVT Jazz V VTEC i,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,0,7573.783
Maruti,BSIV Swift VDI,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,0,6789.9075
Hyundai,1.2 Asta i20,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,0,3643.365
Volkswagen,1.2L Comfortline Polo,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,0,2815.3275
Maruti,Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0,1656.0749999999998
Toyota,Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,0,2760.125
Maruti,Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,0,1545.6699999999998
Tata,BS IV Manza Quadrajet,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,0,3753.7699999999995
Maruti,Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0,2484.1124999999997
Skoda,2.0 Ambition Octavia Plus,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,0,8280.375
Toyota,Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,0,3091.3399999999997
Hyundai,1.2 Asta Option i20,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,0,8457.023
Maruti,Brezza LDi Vitara,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1,7893.9575
Honda,1.5 City V,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,0,3864.1749999999997
Tata,1.3 Indica Quadrajet Vista,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,0,3864.1749999999997
Honda,Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,0,3808.9725
Hyundai,D EON Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,0,3919.3774999999996
BMW,3 Line Luxury Series,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,1,28694.259499999996
Hyundai,1.6 SX Verna,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,0,5796.2625
Tata,Class LS Manza Quadrajet90,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,0,3201.745
Skoda,Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,1,2263.3025
Maruti,Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,1,4140.1875
Ford,1.5 DV5 Ecosport Optional Titanium,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,0,7452.3375
Chevrolet,1.0 LS Spark,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0,1048.8474999999999
Jaguar,2.0 XF,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,1,57410.6
Honda,CR-V,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,0,4316.8355
Skoda,1.8 Superb TSI,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,1,30140.565
Hyundai,1.2 Magna i10,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0,2980.935
Maruti,LDI Swift,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,3864.1749999999997
Maruti,Dzire Swift VXi,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,0,6845.11
Nissan,Micra XV,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,0,3036.1375
Maruti,Dzire LDI Swift Tour,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,0,3588.1625
Ford,1.4 Classic Duratorq Fiesta,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,0,3588.1625
Maruti,LX Zen,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0,717.6325
Mini,Cooper S,Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,1,38641.75
Toyota,Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,0,3588.1625
Maruti,2016-2019 800 Alto LXI,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,0,3201.745
Maruti,Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,0,3201.745
BMW,X5,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,0,19596.8875
Nissan,XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,0,9108.4125
Hyundai,Asta Grand i10,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,0,6370.3685
Maruti,Brezza Plus Vitara ZDi,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1,10477.4345
Audi,3.0 Plus Premium Q7 Quattro,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,0,14297.447499999998
Mercedes-Benz,200 CDI Class GLA,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,0,22081.0
Maruti,800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,0,1104.05
Renault,85PS Duster RxL,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,0,7838.754999999999
Toyota,Altis Corolla GL,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,0,18216.825
Mercedes-Benz,220 C-Class New,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,0,28705.3
Maruti,Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,0,3532.96
Honda,CVT V i-VTEC,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,1,10466.394
Hyundai,1.1 Base CRDi Xcent,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,0,4416.2
Mercedes-Benz,2009-2013 Avantgarde CDI E-Class E250,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,0,29257.324999999997
Mercedes-Benz,B B180 Class,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,0,12994.6685
Mercedes-Benz,2015-2017 E E-Class E250 Edition,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,0,40849.85
Honda,City Option VTEC VX i,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,0,9660.4375
Hyundai,Euro III Santro XL Xing eRLX,Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,,5.0,0,2152.8975
Honda,1.5 City S,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,0,4140.1875
Hyundai,Transform VTVT Verna,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,0,2760.125
Jaguar,XE,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,1,38089.725
Honda,Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,0,5133.8325
Mini,1.6 Convertible Cooper,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,0,35329.6
Mercedes-Benz,2005 2013 350 CDI Class S,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,0,69345.3805
Hyundai,EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,0,3588.1625
Maruti,BS IV R VXI Wagon,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,0,3422.555
Maruti,LDi Ritz,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,0,4316.8355
BMW,3 320d Sedan Series,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,0,12144.55
Tata,4X2 EX XT,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,0,3864.1749999999997
Audi,35,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,0,18216.825
Land,2.2L Dynamic Range Rover,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,0,33121.5
Mercedes-Benz,2007 2012 350 CDI GL-Class Luxury,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,0,30913.399999999998
Mitsubishi,4X2 Pajero Sport,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,1,30913.399999999998
Maruti,Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0,1015.726
Maruti,BSIII LXI R Wagon,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,0,3036.1375
Land,2.2L Prestige Range Rover,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,0,59431.01149999999
Hyundai,1.6 SX VTVT Verna,Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,0,5465.0475
BMW,5 525d Sedan Series,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,0,36985.674999999996
Jaguar,XF,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,0,30858.1975
Skoda,1.8 Elegance Superb TSI,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,0,8004.362499999999
Audi,35 Premium Q3 Quattro,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,0,28385.1255
Land,2.2L Pure Range Rover,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,0,32757.1635
Mercedes-Benz,220 C-Class CDI New,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,0,20976.95
Mahindra,4WD Scorpio,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,0,14407.8525
BMW,3 Line Luxury Series,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,1,28153.274999999998
Honda,S i-VTEC,Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,1,9384.425
Volvo,D5,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,0,8004.362499999999
Hyundai,Accent GLE,Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0,883.24
Hyundai,Active SX i20,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,1,7617.945
Mercedes-Benz,Coupe GLC,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,1,78376.50949999999
Hyundai,EON Magna Plus,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,0,2484.1124999999997
Hyundai,Edition Grand i10,Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,0,6072.275
Honda,1.5 City EXI S,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,0,4802.617499999999
Volkswagen,1.2L Polo Trendline,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,0,2484.1124999999997
Audi,35 A6 TFSI,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,1,27049.225
Volkswagen,1.9 2007-2011 Jetta L,Hyderabad,2010,42021,Diesel,Manual,First,0.0,1968.0,,5.0,0,6017.0725
