Name,Version,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Hyundai,1.6 Creta S Vtvt,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,,8.15
Maruti,Amt R Vxi Wagon,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,,4.22
Mercedes-Benz,Avantgarde C-class C250 New,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,,10.5
Audi,3.0 A8 L Quattro Tdi,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,,45.0
Hyundai,1.1 I10 Magna,Pune,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,2.9
Skoda,1.6 At Black Mpi Package Rapid Style,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,,8.9
Skoda,1.8 At Style Superb Tsi,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,33.58 Lakh,26.0
Hyundai,1.2 Active I20 Sx,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,,8.22
Honda,Amaze I-dtec Vx,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,,3.5
Maruti,Lxi R Wagon,Chennai,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,1.25
Mahindra,1.5 Bsiv D4 Verito,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,9.12 Lakh,3.7
Mercedes-Benz,220d Avantgarde C C-class Edition New,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,,39.41
Maruti,R Vxi Wagon,Kolkata,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.29 Lakh,2.65
Nissan,110 Anniversary Edition Premium Ps Terrano Xv,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,,8.92
Maruti,Bsiv Swift Vdi,Delhi,2013,47000,Diesel,Manual,First,17.8,1248.0,,5.0,,4.1
Mini,Convertible Cooper S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,44.28 Lakh,35.67
Ford,Figo,Bangalore,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,,,3.6
Tata,Bsii Dls Indica V2,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,,0.85
Chevrolet,Beat Lt,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,,3.32
Volkswagen,1.2l Comfortline Polo,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,3.6
Maruti,Swift Zdi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,6.8
Ford,Exi Figo,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,2.5
Toyota,2.8 At Crysta Gx Innova,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.74 Lakh,19.64
Hyundai,4x4 At Fe Santa,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,,7.0
Honda,City I-vtec V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.74 Lakh,3.87
Hyundai,1.2 Executive I20 Magna,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.27
Mercedes-Benz,220d Avantgarde C C-class Edition New,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,,18.12
Chevrolet,Beat Lt,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.65
Hyundai,1.4 Crdi I20 Sportz,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,7.2
Toyota,2.5 7 Innova Seater Z,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,14.3
Maruti,Ertiga Vdi,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,,6.9
Toyota,2.5 7-seater Innova V,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,10.75
Hyundai,Erlx Euro Ii Santro Xing Xo,Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086.0,,5.0,,0.95
Honda,City I V Vtec,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,8.09
BMW,Sdrive20d X1,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,,18.5
Hyundai,Crdi Era Grand I10,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,4.75
Maruti,1.3 Ciaz,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,8.45
Skoda,1.6 Leisure Mt Rapid Tdi,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,,3.5
Hyundai,Accent Crdi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,,1.8
Volkswagen,1.5 Gt Polo Tdi,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,,3.7
Honda,1.2 I Jazz Vtec Vx,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,,7.17
Hyundai,Era I10,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,1.75
Hyundai,2.0 2wd At E-vgt Gls Tucson,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,,21.99
Toyota,2.4 Crysta Innova Mt Zx,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,25.52 Lakh,18.65
Maruti,Bsiii Cargo Mpi Omni W/,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,,1.85
Maruti,Bsiv Swift Vxi,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,,5.95
Hyundai,Grand I10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,3.75
Maruti,Swift Vdi,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,3.75
Hyundai,1.6 Crdi Sx Verna,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,14.07 Lakh,2.6
Hyundai,Santro Xing Xl,Hyderabad,2006,99000,Petrol,Manual,First,0.0,1086.0,,5.0,,1.75
Hyundai,1.2 I20 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,2.8
Mercedes-Benz,350d Gle,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,95.13 Lakh,61.29
Mercedes-Benz,220 C C-class Cdi Classic New,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,,18.0
Maruti,Ritz Zdi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,4.35
Hyundai,1.6 Crdi Creta Sx,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,13.75
Maruti,A-star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,,2.0
Renault,110ps Duster Option Rxz,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,,10.0
Fiat,1.3 Emotion Grande Pack Punto,Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,,1.65
BMW,M Sport X3 Xdrive30d,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,,45.77
Hyundai,I10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,,3.25
Toyota,2.5 7-seater G4 Innova,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,12.8
Maruti,Bsii Vxi Zen,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,,0.55
Maruti,Swift Vdi,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,,7.15
Mahindra,2.2 Airbag Bsiv Mhawk Scorpio Vlx,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,,7.0
Tata,1.3 75ps Quadrajet Xe Zest,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.34 Lakh,3.75
Ford,1.0 Ecoboost Ecosport Plus Titanium,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,,8.5
Maruti,Dzire Swift Zdi,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,4.35
Maruti,800 Alto Lxi,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,,3.26
Honda,1.5 City Mt S,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,4.21
Audi,3.0 Q7 Quattro Tdi Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,,70.36
Skoda,1.9 Ambiente At Laura Tdi,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,,2.95
Hyundai,1.6 Sx Verna Vtvt,Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,4.28
Honda,1.5 At City V,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,3.57
Hyundai,1.4 Crdi I20 Magna Optional,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,,3.11
Hyundai,1.4 At I20 Sportz,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,,5.96
Volkswagen,Highline Vento,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.7
Honda,City I Vtec Vx,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,6.9
Tata,1.3 75ps Quadrajet Xe Zest,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.34 Lakh,5.25
BMW,2003-2012 5 520d Series,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,,28.0
Maruti,Lxi Minor R Wagon,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,,1.35
Honda,Jazz Vx,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8.85 Lakh,4.85
Volkswagen,2.0 2007-2011 Comfortline Jetta Tdi,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,,6.7
Hyundai,1.2 I10 Magna,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.1
Mercedes-Benz,220 Avantgarde C C-class Cdi New,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,,18.64
Hyundai,1.2 I10 Itech Magna Se,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.8
Toyota,2.4 Crysta Innova Mt Zx,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,25.4 Lakh,20.25
Audi,2.0 2011-2015 A6 Tdi Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,26.78
Toyota,2.5 7 Innova Seater Vx,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,,8.26
Volkswagen,1.2l Polo Trendline,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.89
Maruti,Alto K10 Lxi,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,,2.1
Honda,City Cvt I-vtec Zx,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,16.67 Lakh,12.69
Tata,Indigo Lx,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,,2.58
Audi,2.0 2011-2015 A6 Plus Premium Tdi,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,20.77
Mercedes-Benz,200 Cdi Class Gla Sport,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,,20.26
Hyundai,Santro Xing Xl,Chennai,2006,58000,Petrol,Manual,Second,0.0,1086.0,,5.0,,1.5
Maruti,Bsiv Swift Vdi,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,,5.0,,2.5
Maruti,At Celerio Vxi,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,4.25
Mercedes-Benz,250d Gle,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,79.43 Lakh,57.0
Land,Dynamic Hse Range Rover,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,44.0
Volkswagen,Trendline Vento,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,3.65
Maruti,8 Bsiv Omni Seater,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,,2.05
Honda,1.2 Brio Mt Vx,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.62 Lakh,3.13
Tata,Delux Sumo,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,,1.5
Tata,1.3 Aura Indica Quadrajet Vista,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,,2.85
Maruti,Bs Iv Lxi R Wagon,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,,2.65
Mahindra,4wd W8 Xuv500,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,10.6
Tata,Dicor Indigo Ls,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,,1.25
Maruti,Ertiga Paseo Vxi,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,8.25
Honda,2.4 A/t Accord,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,,4.45
Maruti,Dzire Swift Vdi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,3.7
Ford,1.4 Exi Fiesta Ltd Tdci,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,,2.8
Honda,City Gxi Zx,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,,1.8
Audi,2.0 2011-2015 A6 Plus Premium Tdi,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,21.95
BMW,6 640d Coupe Gran Series,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,,49.0
Audi,45 Q7 Quattro Tdi Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,1.04 Cr,62.67
Maruti,Estilo Green Lxi Zen,Pune,2008,42496,CNG,Manual,First,36.82,998.0,67.1,5.0,,1.4
Hyundai,1.4 Asta Crdi I20,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,5.5
Hyundai,At I10 Sportz,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,,2.95
Honda,1.2 Cvt I Jazz V Vtec,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,,6.86
Maruti,Bsiv Swift Vdi,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,6.15
Hyundai,1.2 Asta I20,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,,3.3
Volkswagen,1.2l Comfortline Polo,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.55
Maruti,Alto Lxi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.5
Toyota,Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,,2.5
Maruti,Alto Lxi,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,,1.4
Tata,Bs Elan Iv Manza Quadrajet,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,,3.4
Maruti,Alto Lxi,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,2.25
Skoda,2.0 Ambition At Octavia Plus Tdi,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,,7.5
Toyota,Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,,2.8
Hyundai,1.2 Asta I20 Option,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,7.66
Maruti,Brezza Ldi Vitara,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.12 Lakh,7.15
Honda,1.5 City Mt V,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.5
Tata,1.3 Aqua Indica Quadrajet Vista,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,,3.5
Honda,Amaze I-dtech S,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,3.45
Hyundai,D Eon Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.55
BMW,3 Line Luxury Series,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,58.67 Lakh,25.99
Hyundai,1.6 Sx Verna,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,5.25
Tata,Class Club Ls Manza Quadrajet90,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,,2.9
Skoda,Octavia Rs,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,28.37 Lakh,2.05
Maruti,Alto K10 Vxi,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.48 Lakh,3.75
Ford,1.5 Dv5 Ecosport Mt Optional Titanium,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.75
Chevrolet,1.0 Ls Spark,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,,0.95
Jaguar,2.0 Portfolio Xf,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,72.64 Lakh,52.0
Honda,Cr-v Mt Rvi,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,,3.91
Skoda,1.8 At L&k Superb Tsi,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,36.15 Lakh,27.3
Hyundai,1.2 I10 Magna,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.7
Maruti,Ldi Swift,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,3.5
Maruti,At Dzire Swift Vxi,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,,6.2
Nissan,Micra Xv,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,2.75
Maruti,Dzire Ldi Swift Tour,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,3.25
Ford,1.4 Classic Clxi Duratorq Fiesta,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,,3.25
Maruti,Lx Zen,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,,0.65
Mini,Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,44.59 Lakh,35.0
Toyota,Etios Gd,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,,3.25
Maruti,2016-2019 800 Alto Lxi,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,,2.9
Maruti,Alto Vxi,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,,2.9
BMW,3.0d X5,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,,17.75
Nissan,Teana Xv,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,,8.25
Hyundai,Asta At Grand I10,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,,5.77
Maruti,Brezza Plus Vitara Zdi,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12 Lakh,9.49
Audi,3.0 Plus Premium Q7 Quattro Tdi,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,,12.95
Mercedes-Benz,200 Cdi Class Gla,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,,20.0
Maruti,800 Ac,Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,,1.0
Renault,85ps Duster Rxl,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,,7.1
Toyota,Altis Corolla D-4d Gl,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,,16.5
Mercedes-Benz,220 C-class New,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,,26.0
Maruti,Ritz Vdi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,,3.2
Honda,Brv Cvt I-vtec V,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,14.65 Lakh,9.48
Hyundai,1.1 Base Crdi Xcent,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,4.0
Mercedes-Benz,2009-2013 Avantgarde Cdi E-class E250,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,,26.5
Mercedes-Benz,B B180 Class,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,,11.77
Mercedes-Benz,2015-2017 E E-class E250 Edition,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,,37.0
Honda,City I Option Vtec Vx,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,8.75
Hyundai,Erlx Euro Iii Santro Xing Xl,Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,,5.0,,1.95
Honda,1.5 City Mt S,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.75
Hyundai,Transform Verna Vtvt,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,,2.5
Jaguar,Portfolio Xe,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,53.72 Lakh,34.5
Honda,Amaze I-vtech S,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.65
Mini,1.6 Convertible Cooper,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,,32.0
Mercedes-Benz,2005 2013 350 Cdi Class S,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,,62.81
Hyundai,Eon Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.25
Maruti,Bs Iv R Vxi Wagon,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,,3.1
Maruti,Ldi Ritz,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,3.91
BMW,3 320d Sedan Series,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,,11.0
Tata,4x2 Ex Xenon Xt,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,,3.5
Audi,35 A3 Attraction Tdi,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,,16.5
Land,2.2l Dynamic Range Rover,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,30.0
Mercedes-Benz,2007 2012 350 Cdi Gl-class Luxury,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,,28.0
Mitsubishi,4x2 At Blacktop Dualtone Pajero Sport,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,33.91 Lakh,28.0
Maruti,Alto Lx,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,0.92
Maruti,Bsiii Lxi R Wagon,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,,2.75
Land,2.2l Prestige Range Rover,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,53.83
Hyundai,1.6 Sx Verna Vtvt,Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,,4.95
BMW,5 525d Sedan Series,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,,33.5
Jaguar,Xf,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,,27.95
Skoda,1.8 At Elegance Superb Tsi,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,7.25
Audi,35 Premium Q3 Quattro Tdi,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,,25.71
Land,2.2l Pure Range Rover,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,29.67
Mercedes-Benz,220 At C-class Cdi New,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,,19.0
Mahindra,4wd S10 Scorpio,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,,13.05
BMW,3 Line Luxury Series,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,60.88 Lakh,25.5
Honda,Br-v I-vtec Mt S,Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,12.51 Lakh,8.5
Volvo,2006-2013 D5 S80,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,,7.25
Hyundai,Accent Gle,Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,,0.8
Hyundai,Active I20 Sx,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,9.74 Lakh,6.9
Mercedes-Benz,43 Amg Coupe Glc,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,95.38 Lakh,70.99
Hyundai,Eon Magna Plus,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,,2.25
Hyundai,Edition Grand I10 Sportz,Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,,5.5
Honda,1.5 City Exi S,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,,4.35
Volkswagen,1.2l Polo Trendline,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.25
Audi,35 A6 Matrix Tfsi,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,60.59 Lakh,24.5
Volkswagen,1.9 2007-2011 Jetta L Tdi,Hyderabad,2010,42021,Diesel,Manual,First,0.0,1968.0,,5.0,,5.45
Hyundai,1.6 Creta Dual Plus Sx Tone,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,12.03
Mercedes-Benz,200 Avantgarde C C-class Cgi New,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,,8.5
